protein_position,competition_label,canonical_gene_symbol,resolution,resolution_note,uniprot_accession,uniprot_entry_name,sgd_id,systematic_name,protein_name,sequence_length,sequence_sha256,string_id,biogrid_id,reactome_ids,kegg_ids,go_ids,uniprot_pathway
3903,SPE1,SPE1,primary_exact,,P08432,DCOR_YEAST,S000001667,YKL184W,Ornithine decarboxylase (ODC) (EC 4.1.1.17),466,1008009dd5bdd724a1fe1297f3ab1d854f9f9fe58f1a60418cdd8e42bcab10d8,4932.YKL184W,33938,R-SCE-351143;R-SCE-351202,sce:YKL184W,GO:0004586; GO:0005737; GO:0009446; GO:0015940; GO:0033387,PATHWAY: Amine and polyamine biosynthesis; putrescine biosynthesis via L-ornithine pathway; putrescine from L-ornithine: step 1/1. {ECO:0000305|PubMed:6754461}.
3904,SPE2,SPE2,primary_exact,,P21182,DCAM_YEAST,S000005412,YOL052C,S-adenosylmethionine decarboxylase proenzyme (AdoMetDC) (SAMDC) (EC 4.1.1.50) [Cleaved into: S-adenosylmethionine decarboxylase alpha chain; S-adenosylmethionine decarboxylase beta chain],396,1473a6a3e4449cecc6084a797950c6987c885f3372c87e97ecff076d11ccef32,4932.YOL052C,34352,R-SCE-351202,sce:YOL052C,GO:0004014; GO:0005634; GO:0005737; GO:0005829; GO:0006597; GO:0008295; GO:0015940,PATHWAY: Amine and polyamine biosynthesis; S-adenosylmethioninamine biosynthesis; S-adenosylmethioninamine from S-adenosyl-L-methionine: step 1/1. {ECO:0000305|PubMed:2266128}.
3905,SPE3,SPE3,primary_exact,,Q12074,SPEE_YEAST,S000006273,YPR069C,Spermidine synthase SPE3 (SPDSY) (EC 2.5.1.16) (Putrescine aminopropyltransferase),293,d2c23a8c0a03a43f132c52d1b31c3748ee9b774b365d97595c31612509184705,4932.YPR069C,36241,R-SCE-351202,sce:YPR069C,GO:0004766; GO:0005634; GO:0005737; GO:0005829; GO:0008295; GO:0015940,PATHWAY: Amine and polyamine biosynthesis; spermidine biosynthesis; spermidine from putrescine: step 1/1. {ECO:0000305|PubMed:9073064}.
3906,SPE4,SPE4,primary_exact,,Q12455,SPSY_YEAST,S000004136,YLR146C,Spermine synthase SPE4 (SPMSY) (EC 2.5.1.22) (Spermidine aminopropyltransferase),300,cf3d4e7fe59d1ea5fafcb535eb2ff579b89a7a9faf292efdece3055a5d840af9,4932.YLR146C,31415,,sce:YLR146C,GO:0004766; GO:0005737; GO:0005829; GO:0006597; GO:0008295; GO:0015940; GO:0016768,PATHWAY: Amine and polyamine biosynthesis; spermine biosynthesis; spermine from spermidine: step 1/1. {ECO:0000305|PubMed:9573363}.
3907,SPF1,SPF1,primary_exact,,P39986,SPF1_YEAST,S000000757,YEL031W,Endoplasmic reticulum transmembrane helix translocase (EC 7.4.2.-) (Complexed with DOR1 protein 1) (Endoplasmic reticulum P5A-ATPase) (Sensitivity to the P.farinosa killer toxin protein 1),1215,416840b9fc1e0a652439d82d2468fe13ba0d0eeeefe1b79ee422082ddc2db99d,4932.YEL031W,36698,R-SCE-936837,sce:YEL031W,GO:0005524; GO:0005739; GO:0005783; GO:0005789; GO:0005801; GO:0006874; GO:0015031; GO:0015662; GO:0016887; GO:0019829; GO:0030026; GO:0034214; GO:0043335; GO:0046872; GO:0055085; GO:0055092; GO:0070273; GO:0140567; GO:0140569,
3908,SPG1,SPG1,primary_exact,,P50088,SPG1_YEAST,S000003468,YGR236C,Stationary phase gene 1 protein,95,9bd093afd4d2f63eed6b4bd23bb65783d7b7d82241d38be952cfb1b1d42d3b1d,4932.YGR236C,33488,,sce:YGR236C,GO:0005739; GO:0005783; GO:0031966,
3909,SPG4,SPG4,primary_exact,,Q04438,SPG4_YEAST,S000004713,YMR107W,Stationary phase protein 4,115,3cdf498618f69b3d16a3b0e0838c6a17a416281d4fc6076da7eb3879a7a28680,4932.YMR107W,35283,,sce:YMR107W,,
3910,SPG5,SPG5,primary_exact,,P42933,SPG5_YEAST,S000004803,YMR191W,Stationary phase protein 5,373,5e57880e943bea53d5435bc6d2d3d6ddebecd163e8146d9782b297185e7cf0cd,4932.YMR191W,35369,,sce:YMR191W,GO:0043248; GO:0070628,
3911,SPH1,SPH1,primary_exact,,Q06160,SPH1_YEAST,S000004305,YLR313C,Protein SPH1 (SPA2 homolog 1),661,3483987c202e59669ccef19edebf7e2c292fc260c4cab86094a4e32c24adc1f6,4932.YLR313C,31578,,sce:YLR313C,GO:0000131; GO:0003779; GO:0005078; GO:0005826; GO:0005934; GO:0005935; GO:0005937; GO:0007121; GO:0007124; GO:0008360; GO:0036267; GO:0043332; GO:1902716,
3912,SPL2,SPL2,primary_exact,,P38839,SPL2_YEAST,S000001178,YHR136C,Putative cyclin-dependent kinase inhibitor SPL2 (Suppressor of PLC1 deletion protein 2),148,82875d532605fe5b872cbf6b969267436d3debd00f21dcd8925077930bfb429d,4932.YHR136C,36569,,sce:YHR136C,GO:0004861; GO:0005737; GO:0006623,
3913,SPN1,SPN1,primary_exact,,Q06505,IWS1_YEAST,S000006337,YPR133C,Transcription factor SPN1 (Interacts with SPT6 protein 1) (Suppresses postrecruitment functions protein 1),410,545237c4cc82776baef251085e49d879f5b41087ff20cc14c23c4fcc8df2fd4d,4932.YPR133C,36299,,sce:YPR133C,GO:0000993; GO:0003682; GO:0005634; GO:0005665; GO:0006334; GO:0006351; GO:0006357; GO:0016973; GO:0034243; GO:0061629,
3914,SPO12,SPO12,primary_exact,,P17123,SPO12_YEAST,S000001195,YHR152W,Sporulation-specific protein 12,173,cbfceb83107d9147e6df8582342c8017126b2fb5bc08fe8053a94755f3b14306,4932.YHR152W,36586,,sce:YHR152W,GO:0005634; GO:0005730; GO:0007127; GO:0030435; GO:0031536; GO:1904750,
3915,SPO14,SPO14,primary_exact,,P36126,SPO14_YEAST,S000001739,YKR031C,Phospholipase D1 (PLD 1) (EC 3.1.4.4) (Choline phosphatase 1) (Meiosis-specific sporulation-specific protein 14) (Phosphatidylcholine-hydrolyzing phospholipase D1),1683,fde93a547b9fd0247cad8c97c5ec22ceaefe484e894016aa6edcc615c88825ea,4932.YKR031C,34164,R-SCE-1483166;R-SCE-2029485;R-SCE-6798695;R-SCE-8980692,sce:YKR031C,GO:0000753; GO:0004630; GO:0005628; GO:0005634; GO:0005768; GO:0006644; GO:0006654; GO:0009395; GO:0031321; GO:0032266; GO:0035556,
3916,SPO21,SPO21,primary_exact,,Q12411,MPC70_YEAST,S000005451,YOL091W,Sporulation-specific protein 21 (Meiotic plaque component protein 70),609,8fc62770dd365e95f0b89018cd5cb5da4fca3e47509df0df78a729decf014256,4932.YOL091W,34311,,sce:YOL091W,GO:0000922; GO:0005198; GO:0005628; GO:0005816; GO:0032120; GO:0035974; GO:0051301; GO:0051321,
3917,SPO22,SPO22,primary_exact,,P40511,SPO22_YEAST,S000001335,YIL073C,Sporulation-specific protein 22,975,6fca773e8c6fd5995e82ec5eca19bdf036417ceb47913cdaac6f017d49716a2e,4932.YIL073C,34919,,sce:YIL073C,GO:0000794; GO:0005634; GO:0007129; GO:0007131; GO:0016925; GO:0030435; GO:0033235; GO:0035825; GO:0090173,
3918,SPO23,SPO23,primary_exact,,P33757,SPO23_YEAST,S000000454,YBR250W,Sporulation protein 23,523,ac0f3cd4d597402c54b6a0e41dfeadf7070a22890c92b32f4059a5339150e1bd,4932.YBR250W,32945,,sce:YBR250W,GO:0030435; GO:0051321,
3919,SPO24,SPO24,primary_exact,,Q3E752,SPO24_YEAST,S000028425,YPR036W-A,Sporulation protein 24,67,607c89ef4e7f207c84e7899fd200104374c23b3f332020ae97da537031a0d84c,4932.YPR036W-A,36215,,sce:YPR036W-A,GO:0005628; GO:0030437,
3920,SPO7,SPO7,primary_exact,,P18410,SPO7_YEAST,S000000007,YAL009W,Sporulation-specific protein SPO7,259,7de385b142ce44011b452cafd262fc712e954de9ea898897f834b9733f2826be,4932.YAL009W,31757,,sce:YAL009W,GO:0005783; GO:0005789; GO:0006629; GO:0006998; GO:0016020; GO:0019888; GO:0030435; GO:0031965; GO:0061709; GO:0071071; GO:0071072; GO:0071595,
3921,SPO71,SPO71,primary_exact,,Q03868,SPO71_YEAST,S000002511,YDR104C,Prospore membrane adapter protein SPO71 (Sporulation-specific protein 71),1245,3094367d62453d96f15c025e580b6bac3d47425bb087bd352e2448747ce9241b,4932.YDR104C,32161,,sce:YDR104C,GO:0005628; GO:0032120; GO:0043495; GO:1902657,
3922,SPO73,SPO73,primary_exact,,P40031,SPO73_YEAST,S000000848,YER046W,Sporulation-specific protein 73,143,9ffe5b5e0e9762f871b4fa3211872caf9ccd7dab8b0b6d845daa145c6f1c94ca,4932.YER046W,36783,,sce:YER046W,GO:0005628; GO:0005829; GO:0030437; GO:0030476; GO:0032120,
3923,SPP1,SPP1,primary_exact,,Q03012,SPP1_YEAST,S000006059,YPL138C,COMPASS component SPP1 (Complex proteins associated with SET1 protein SPP1) (Set1C component SPP1) (Suppressor of PRP protein 1),353,e6ee64ae576f6e4f7f21e9e36ba41e57acee3eb2b00952e815c35c01c0dee555,4932.YPL138C,36044,,sce:YPL138C,GO:0000781; GO:0003682; GO:0005634; GO:0005829; GO:0006355; GO:0008270; GO:0031509; GO:0045893; GO:0048188; GO:0140002; GO:1903341,
3924,SPP2,SPP2,primary_exact,,Q02521,SPP2_YEAST,S000005674,YOR148C,Pre-mRNA-splicing factor SPP2 (Spliceosome maturation protein SPP2) (Suppressor of PRP protein 2),185,2473e1b20838834cce9a71ee38c1880f01a366bd3fc84a2b59d14cd763fd9200,4932.YOR148C,34544,,sce:YOR148C,GO:0000398; GO:0001671; GO:0003676; GO:0005681; GO:0005737,
3925,SPP381,SPP381,primary_exact,,P38282,SP381_YEAST,S000000356,YBR152W,Pre-mRNA-splicing factor SPP381 (Suppressor of PRP38-1 mutation),291,34fee27fda5617ec6e3479c9c8eef4972648b529b11fa81406091819ddce2851,4932.YBR152W,32851,,sce:YBR152W,GO:0000349; GO:0000398; GO:0003723; GO:0005634; GO:0005681; GO:0005829; GO:0046540,
3926,SPP382,SPP382,primary_exact,,Q06411,SP382_YEAST,S000004416,YLR424W,Pre-mRNA-splicing factor SPP382 (CLF1 complex factor 8) (Nineteen complex-related protein 1) (NTC-related protein 1) (Suppressor of PRP38 protein 2),708,09207cdd3c363e555ae0284aa9d1f637cf51f4ea4a7155d220990d8182f3e289,4932.YLR424W,31683,,sce:YLR424W,GO:0000349; GO:0000390; GO:0000781; GO:0003676; GO:0005634; GO:0005730; GO:0005737; GO:0005739; GO:0071008; GO:2001033,
3927,SPP41,SPP41,primary_exact,,P38904,SPP41_YEAST,S000002872,YDR464W,Protein SPP41,1435,d93c85657601ffc43f8526a9e7b4fbdb43122a3b94272e9977a27f2dcf753607,4932.YDR464W,32518,,sce:YDR464W,GO:0005634; GO:0005829; GO:0010629,
3928,SPR1,SPR1,primary_exact,,P32603,SPR1_YEAST,S000005716,YOR190W,"Sporulation-specific glucan 1,3-beta-glucosidase (EC 3.2.1.58) (Exo-1,3-beta-glucanase)",445,11558da40f498a13910aca1d6611667cfacf7b4ca0067c9503369bc177767f92,4932.YOR190W,34585,,sce:YOR190W,GO:0000324; GO:0004338; GO:0005576; GO:0005619; GO:0005628; GO:0009251; GO:0009277; GO:0030437; GO:0071555,
3929,SPS100,SPS100,primary_exact,,P13130,SS100_YEAST,S000001181,YHR139C,Sporulation-specific wall maturation protein,326,4d7a8f4575fac4a96c483fe897571966f2048d0aff34a38abe4617f13ab5ce2e,4932.YHR139C,36572,,sce:YHR139C,GO:0030476,
3930,SPS19,SPS19,primary_exact,,P32573,SPS19_YEAST,S000005146,YNL202W,"Peroxisomal 2,4-dienoyl-CoA reductase SPS19 [(3E)-enoyl-CoA-producing] (EC 1.3.1.124) (Sporulation-specific protein SPX19)",292,529c3ec1dfde340a51ae6f29465b108e278d1c645efa0894d838f659be50d3e3,4932.YNL202W,35632,R-SCE-390247;R-SCE-9033241,sce:YNL202W,GO:0005777; GO:0005782; GO:0006631; GO:0008670; GO:0009062; GO:0030437,
3931,SPS2,SPS2,primary_exact,,P08459,SPS2_YEAST,S000002930,YDR522C,Sporulation-specific protein 2,502,c535dc9a4cb3578b280d1c4ca3bc7920c63b2a967cfa8751bbe158fa49fbe7b9,4932.YDR522C,32572,,sce:YDR522C,GO:0005886; GO:0009277; GO:0030476; GO:0098552,
3932,SPS4,SPS4,primary_exact,,P09937,SPS4_YEAST,S000005840,YOR313C,Sporulation-specific protein 4,338,c22c694629516129ef6226bfcadfe5b2b9c079843f8e507d8648981ad625958b,4932.YOR313C,34701,,sce:YOR313C,GO:0005811; GO:0030437,
3933,SPT10,SPT10,primary_exact,,P35208,SPT10_YEAST,S000003663,YJL127C,Protein SPT10,640,81951ebf6f87d452e980f2c3a7be3ee3a3924f58c1a7b43ac4b69d463f5d7a83,4932.YJL127C,33629,,sce:YJL127C,GO:0000122; GO:0000183; GO:0000781; GO:0005634; GO:0006281; GO:0010507; GO:0016747; GO:0030466; GO:0031509; GO:0043565; GO:1990841,
3934,SPT14,SPT14,primary_exact,,P32363,GPI3_YEAST,S000006096,YPL175W,Phosphatidylinositol N-acetylglucosaminyltransferase GPI3 subunit (GPI-GlcNAc transferase complex subunit GPI3) (GPI-GnT subunit GPI3) (EC 2.4.1.198) (GlcNAc-PI synthesis protein),452,687cb84a2d2104fda263fc4a7ad7bf665a6584facd679e73c07ac2d9094d5ce8,4932.YPL175W,36008,,sce:YPL175W,GO:0000506; GO:0005783; GO:0005789; GO:0005829; GO:0006506; GO:0017176; GO:0031505,PATHWAY: Glycolipid biosynthesis; glycosylphosphatidylinositol-anchor biosynthesis. {ECO:0000305|PubMed:7737116}.
3935,SPT15,SPT15,primary_exact,,P13393,TBP_YEAST,S000000950,YER148W,TATA-box-binding protein (TATA sequence-binding protein) (TBP) (TATA-binding factor) (TATA-box factor) (Transcription factor D) (Transcription initiation factor TFIID TBP subunit),240,f167da9c652c65613fdfb9a97bf22b48fa25ddcf940fd1113c76430cbf04b7f6,4932.YER148W,36897,R-SCE-674695;R-SCE-6807505;R-SCE-73772;R-SCE-73776;R-SCE-73779;R-SCE-75953;R-SCE-76042;R-SCE-76061;R-SCE-76066;R-SCE-9018519,sce:YER148W,GO:0000126; GO:0000979; GO:0001016; GO:0001092; GO:0001179; GO:0001188; GO:0003682; GO:0005634; GO:0005654; GO:0005669; GO:0005672; GO:0006352; GO:0006359; GO:0008301; GO:0016251; GO:0032991; GO:0042790; GO:0045892; GO:0045944; GO:0051123; GO:0061629; GO:0070898; GO:0097718; GO:0140297,
3936,SPT16,SPT16,primary_exact,,P32558,SPT16_YEAST,S000003175,YGL207W,FACT complex subunit SPT16 (Cell division control protein 68) (Facilitates chromatin transcription complex subunit SPT16) (Suppressor of Ty protein 16),1035,69e276995e1a4533cc3887bc5581aaef26520c25c4281f816a742c03163e46a0,4932.YGL207W,33049,R-SCE-674695;R-SCE-6796648;R-SCE-6804756,sce:YGL207W,GO:0000785; GO:0006261; GO:0006281; GO:0006325; GO:0006334; GO:0006337; GO:0006351; GO:0007063; GO:0032784; GO:0034728; GO:0035101; GO:0042802; GO:0045899; GO:0060261; GO:1902275,
3937,SPT2,SPT2,primary_exact,,P06843,SPT2_YEAST,S000000963,YER161C,Protein SPT2 (Negative regulator of Ty transcription),333,aa2cdac4de584d4338e0d0996496b0dcdba28ae6750ed3ab477a736dd1d60059,4932.YER161C,36914,,sce:YER161C,GO:0000122; GO:0000217; GO:0003677; GO:0005634; GO:0005829; GO:0006325; GO:0006355; GO:0031507; GO:0042393; GO:0140673; GO:0140713,
3938,SPT20,SPT20,primary_exact,,P50875,SPT20_YEAST,S000005508,YOL148C,SAGA complex subunit SPT20 (Suppressor of Ty protein 20) (Transcription factor SPT20),604,3ad8b63b590b77bcc38ebad2e74a22db0df08b00cff2f8fcf858227e760b9dbd,4932.YOL148C,34269,,sce:YOL148C,GO:0000124; GO:0003712; GO:0005634; GO:0006325; GO:0006351; GO:0006357; GO:0036498; GO:0046695,
3939,SPT21,SPT21,primary_exact,,P35209,SPT21_YEAST,S000004791,YMR179W,Protein SPT21,758,703879c895e96ae493ece18d8ed0fa7074012f1781cf42cfc19ae334d918fece,4932.YMR179W,35357,,sce:YMR179W,GO:0000183; GO:0000781; GO:0005634; GO:0006357; GO:0030466; GO:0031509,
3940,SPT23,SPT23,primary_exact,,P35210,SPT23_YEAST,S000001503,YKL020C,Protein SPT23,1082,112bce969184df3c32745ada0e946b80a38a0264f664a2fa5ad0a95ecb73c756,4932.YKL020C,34111,R-SCE-8948751,sce:YKL020C,GO:0005634; GO:0005783; GO:0005789; GO:0030466; GO:0045944; GO:0070417; GO:2001280,
3941,SPT3,SPT3,primary_exact,,P06844,SPT3_YEAST,S000002800,YDR392W,SAGA complex subunit SPT3 (Positive regulator of Ty transcription) (Suppressor of Ty protein 3),337,4a2f0fe146f12fd65c617f178cf380e4f61ac63b3037a4f6934b77e3a2efbf57,4932.YDR392W,32454,,sce:YDR392W,GO:0000124; GO:0001403; GO:0003712; GO:0005634; GO:0005829; GO:0006325; GO:0006357; GO:0006366; GO:0007124; GO:0046695; GO:0046982,
3942,SPT4,SPT4,primary_exact,,P32914,SPT4_YEAST,S000003295,YGR063C,Transcription elongation factor SPT4 (Chromatin elongation factor SPT4),102,fc0d97d69ce00e836826f77785b3ae08dc84870604690696c9f63f880f99ba32,4932.YGR063C,33308,R-SCE-113418;R-SCE-674695;R-SCE-6796648,sce:YGR063C,GO:0000182; GO:0000776; GO:0000993; GO:0005634; GO:0006325; GO:0006355; GO:0006368; GO:0006370; GO:0008270; GO:0008298; GO:0010507; GO:0031507; GO:0031934; GO:0032044; GO:0032968; GO:0033553; GO:0044877; GO:0090262; GO:0140673; GO:2000232; GO:2001208; GO:2001209,
3943,SPT5,SPT5,primary_exact,,P27692,SPT5_YEAST,S000004470,YML010W,Transcription elongation factor SPT5 (Chromatin elongation factor SPT5),1063,d51b4d7b8b361e2fb293c700e23b05e4083bc09e2964443d627e9cd6fd021ad8,4932.YML010W,35159,R-SCE-113418;R-SCE-674695;R-SCE-6796648;R-SCE-72086;R-SCE-77075,sce:YML010W,GO:0000245; GO:0000785; GO:0000993; GO:0001042; GO:0001179; GO:0003677; GO:0003729; GO:0005634; GO:0005739; GO:0006338; GO:0006355; GO:0006368; GO:0008298; GO:0010508; GO:0017070; GO:0019843; GO:0030619; GO:0030620; GO:0030621; GO:0030623; GO:0032044; GO:0032968; GO:0033553; GO:0042393; GO:0044877; GO:0070990; GO:0090262; GO:2000232; GO:2001208; GO:2001209,
3944,SPT6,SPT6,primary_exact,,P23615,SPT6_YEAST,S000003348,YGR116W,Transcription elongation factor SPT6 (Chromatin elongation factor SPT6),1451,a1334916b232477d653ce6265aba785ad7d8b0cc8b261db6a1e0cac2fb33ea9a,4932.YGR116W,33361,,sce:YGR116W,GO:0000082; GO:0000122; GO:0000791; GO:0001073; GO:0003677; GO:0005634; GO:0005739; GO:0006334; GO:0006338; GO:0006366; GO:0006368; GO:0008023; GO:0016973; GO:0031440; GO:0031491; GO:0031564; GO:0032968; GO:0033554; GO:0034728; GO:0042393; GO:0140673,
3945,SPT7,SPT7,primary_exact,,P35177,SPT7_YEAST,S000000285,YBR081C,SAGA complex subunit SPT7 (Suppressor of Ty protein 7) (Transcriptional activator SPT7),1332,e5dcc2d274553984f021cf50d782a0a550f29e49f6d6dbaf0e9b934f52535423,4932.YBR081C,32783,,sce:YBR081C,GO:0000124; GO:0000747; GO:0005198; GO:0005634; GO:0005739; GO:0006325; GO:0006351; GO:0006357; GO:0046695; GO:0046982; GO:0065003,
3946,SPT8,SPT8,primary_exact,,P38915,SPT8_YEAST,S000004045,YLR055C,SAGA complex subunit SPT8 (Suppressor of Ty protein 8) (Transcription factor SPT8),602,0fe7c94a4474ca800a574a59264c820f8d1d8343cc0eabbe38dd67eb972c9a96,4932.YLR055C,31330,R-SCE-983168,sce:YLR055C,GO:0000122; GO:0000124; GO:0003712; GO:0005634; GO:0006325; GO:0006351; GO:0006357; GO:0017025; GO:0045944,
3947,SQS1,SQS1,primary_exact,,P53866,SQS1_YEAST,S000005168,YNL224C,Protein SQS1 (Squelch of splicing suppression protein 1),767,d2148888653801919293df70462642734fe36b13d17930e4890fe965717c0b32,4932.YNL224C,35612,,sce:YNL224C,GO:0000398; GO:0003676; GO:0005634; GO:0005730; GO:0005737; GO:0006364; GO:0008047; GO:0030490; GO:0030686; GO:0030687; GO:0030688,
3948,SQT1,SQT1,primary_exact,,P35184,SQT1_YEAST,S000001451,YIR012W,Ribosome assembly protein SQT1,431,d1fed40565c9b3a3f870297d91344285c7e9d4e9187dd6b89e76ce46064853d4,4932.YIR012W,35004,,sce:YIR012W,GO:0000027; GO:0005737; GO:0005829; GO:0042273; GO:0051082,
3949,SRB2,SRB2,primary_exact,,P34162,MED20_YEAST,S000001083,YHR041C,Mediator of RNA polymerase II transcription subunit 20 (Hyper-recombination suppressor protein 2) (Mediator complex subunit 20) (Suppressor of RNA polymerase B 2),210,d051d0fadf8388525caff4a351d7614922a0e5dd6493bfd7b9aeb509a719483b,4932.YHR041C,36473,,sce:YHR041C,GO:0001094; GO:0003713; GO:0005634; GO:0006357; GO:0010688; GO:0016592; GO:0019904; GO:0031669; GO:0032968; GO:0045944; GO:0051123; GO:0060261; GO:0070847,
3950,SRB4,SRB4,primary_exact,,P32569,MED17_YEAST,S000000824,YER022W,Mediator of RNA polymerase II transcription subunit 17 (Mediator complex subunit 17) (Suppressor of RNA polymerase B 4),687,4a6d34cdbd9b02648e3f3421cb7da99aa1e7f8ada92f23c6ccaaa4ddc357d0d4,4932.YER022W,36756,,sce:YER022W,GO:0000979; GO:0001139; GO:0003712; GO:0005634; GO:0006357; GO:0006367; GO:0016592; GO:0032968; GO:0034605; GO:0045944; GO:0051123; GO:0060261; GO:0070847; GO:0140297,
3951,SRB5,SRB5,primary_exact,,P32585,MED18_YEAST,S000003336,YGR104C,Mediator of RNA polymerase II transcription subunit 18 (Mediator complex subunit 18) (Suppressor of RNA polymerase B 5),307,54e16ffe7584042c244ce870ff28953931253ef674abb81f2243fe348d1e23c8,4932.YGR104C,33347,,sce:YGR104C,GO:0000979; GO:0001113; GO:0003712; GO:0003713; GO:0005634; GO:0006369; GO:0016592; GO:0032968; GO:0034605; GO:0045944; GO:0051123; GO:0060261; GO:0070847,
3952,SRB6,SRB6,primary_exact,,P32570,MED22_YEAST,S000000457,YBR253W,Mediator of RNA polymerase II transcription subunit 22 (Mediator complex subunit 22) (Suppressor of RNA polymerase B 6),121,2abef4f90e1dbc80c15441c0b50df87425e1ba1be7ab6a88d3c5a1979bab2e76,4932.YBR253W,32948,,sce:YBR253W,GO:0003712; GO:0005634; GO:0016592; GO:0032968; GO:0045944; GO:0051123; GO:0060261; GO:0070847,
3953,SRB7,SRB7,primary_exact,,P47822,MED21_YEAST,S000002716,YDR308C,Mediator of RNA polymerase II transcription subunit 21 (Mediator complex subunit 21) (RNAPII complex component SRB7) (Suppressor of RNA polymerase B 7),140,af8833b37dd991aa8ce1329f0311a371265afba0ef4d579b6e2fc96b75260d74,4932.YDR308C,32361,,sce:YDR308C,GO:0000122; GO:0003712; GO:0003713; GO:0003714; GO:0005634; GO:0006357; GO:0016592; GO:0032968; GO:0045944; GO:0051123; GO:0060261; GO:0061629; GO:0070847,
3954,SRB8,SRB8,primary_exact,,P25648,SRB8_YEAST,S000000677,YCR081W,Mediator of RNA polymerase II transcription subunit 12 (Mediator complex subunit 12) (Suppressor of RNA polymerase B 8),1427,f09e9c69e902e40bf36a21f1b4e29f5dc8773f402384e4583f9a01685aee96d9,4932.YCR081W,31054,,sce:YCR081W,GO:0000122; GO:0000411; GO:0003713; GO:0006351; GO:0016592; GO:0045944,
3955,SRC1,SRC1,primary_exact,,Q03707,SRC1_YEAST,S000004497,YML034W,Inner nuclear membrane protein SRC1 (Helix-extension-helix domain-containing protein 1),834,f0471b07d1d23c681de9de624f0f085cd6788fc79b6b6a1885b24e6e553b723c,4932.YML034W,35136,R-SCE-9668328,sce:YML034W,GO:0000070; GO:0003682; GO:0005635; GO:0005637; GO:0034087; GO:0034399; GO:0043007; GO:0070550; GO:0071763,
3956,SRF1,SRF1,primary_exact,,Q12516,SRF1_YEAST,S000002291,YDL133W,Regulator of phospholipase D SRF1 (SPO14 regulatory factor 1),437,aecf1194614144bceb3777b25a69076d8eb7d89db7b2f14bd116f2e22f36beae,4932.YDL133W,31929,,sce:YDL133W,GO:0000324; GO:0016020; GO:0016042; GO:0043085; GO:0071944,
3957,SRL2,SRL2,primary_exact,,Q12020,SRL2_YEAST,S000004072,YLR082C,Protein SRL2 (Suppressor of RAD53 null lethality protein 2),392,d43df946ce149c0e76ee0c9ffc075f9eccc4aa0d004826cce2c37c14472bfd44,4932.YLR082C,31355,,sce:YLR082C,GO:0005634; GO:0005737; GO:0006139,
3958,SRL3,SRL3,primary_exact,,P36167,SRL3_YEAST,S000001799,YKR091W,Protein SRL3 (RAD53 lethality suppressor protein 3),246,47d89bb99868976103c97b68d27e7c76e35683f6c5090fc3e72108a72fb3a2a8,4932.YKR091W,34222,,sce:YKR091W,GO:0000082; GO:0000978; GO:0003712; GO:0005634; GO:0005737; GO:0006139; GO:0033309,
3959,SRM1,SRM1,primary_exact,,P21827,RCC1_YEAST,S000003065,YGL097W,Guanine nucleotide exchange factor SRM1 (Pheromone response pathway component SRM1) (Pre-mRNA-processing protein 20) (Regulator of chromosome condensation) (Suppressor of receptor mutations 1) (mRNA transport protein 1),482,32232640910887a5361efc314c33a3e9086c3000688fac8d761e8386c7fc872c,4932.YGL097W,33153,R-SCE-9615933,sce:YGL097W,GO:0000054; GO:0000785; GO:0005085; GO:0005634; GO:0005737; GO:0006606; GO:0006997; GO:0007346; GO:0016973; GO:0019236; GO:0051301; GO:1901673,
3960,SRN2,SRN2,primary_exact,,Q99176,SRN2_YEAST,S000004109,YLR119W,Protein SRN2 (ESCRT-I complex subunit VPS37) (Vacuolar protein sorting-associated protein 37),213,ac3e4824312fb56202f1bfa82444cc68e8816f2e479f02af7f5ab9859b8af5a2,4932.YLR119W,31391,,sce:YLR119W,GO:0000813; GO:0005634; GO:0005768; GO:0006612; GO:0006623; GO:0031902; GO:0032509; GO:0043162; GO:1904669,
3961,SRO7,SRO7,primary_exact,,Q12038,SRO7_YEAST,S000006236,YPR032W,Exocytosis protein SRO7 (Lethal(2) giant larvae protein homolog SRO7) (Polarity protein SRO7) (Sodium protection protein 1) (Suppressor of RHO3 protein 7),1033,23c2b12f1064ef86ef11291a3debfbc4fc3d0ad1924f26c6ca0829384f14fc7f,4932.YPR032W,36210,,sce:YPR032W,GO:0000149; GO:0005096; GO:0005737; GO:0005829; GO:0005886; GO:0006887; GO:0006893; GO:0007264; GO:0019905; GO:0030010; GO:0031267; GO:0043332; GO:0045159,
3962,SRO77,SRO77,primary_exact,,P38163,SRO77_YEAST,S000000202,YBL106C,Exocytosis protein SRO77 (Lethal(2) giant larvae protein homolog SRO77) (Sodium protection protein 2) (Suppressor of RHO3 protein 77),1010,0e60debfce658626cd34a02ceabe7ee78fd3d1aaeefe4ddfc6c8340c17892c72,4932.YBL106C,32597,,sce:YBL106C,GO:0005096; GO:0005737; GO:0005886; GO:0005935; GO:0006887; GO:0006893; GO:0019905; GO:0045159,
3963,SRO9,SRO9,primary_exact,,P25567,SRO9_YEAST,S000000542,YCL037C,RNA-binding protein SRO9 (Suppressor of RHO3 protein 9),434,530be6c28f83908fe7d0b7dab95d850eef1f06553b7d8e52d8bdc4fc3790806a,4932.YCL037C,30946,,sce:YCL037C,GO:0003723; GO:0003729; GO:0005634; GO:0005829; GO:0006417; GO:0010494; GO:0045727; GO:0045892; GO:0070482,
